Artists,Track,Type,FA status,Has label,Permission,Comment,Tournament,Mappool slot,Tournament link,Note,Beatmap,FA listing,SoundCloud,YouTube,Spotify,Bandcamp,Asset
`Natteke`; `tieff`:34,Natteke ft. tieff - The Dream,BEATMAP,FA_FEATURE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/16599#osu/59406,,,https://www.youtube.com/watch?v=vtVT3A-ALUQ,,,
`Dictate`:21,Dictate - IMITATE,BEATMAP,FA,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/1201530,,https://soundcloud.com/dictate/imitate,,,,
`happy30`:317,happy30 - wob wob,BEATMAP,FA,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/115621,,,,,,
`II-L`:172,osu! training man - TRAINING-1,BEATMAP,FA,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/1727804,,,https://www.youtube.com/watch?v=jS2r8PuyymI,,,
`happy30`:317,Porter Robinson & Madeon - Shelter (happy30 Remix),BEATMAP,FA,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/527621,,,,https://open.spotify.com/album/0hgYsO1FgdGq5now2QjVUn,,
`tieff`:34,tieff - Sound of Night,BEATMAP,FA,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/15952,,,,,,
`VINXIS`:22,VINXIS - Joushou no Tabi ~ The Ascending Journey,BEATMAP,FA,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/1857663,,,https://www.youtube.com/watch?v=NAqdOfIVm2A,,,
`happy30`:317,happy30 - As the wind blows,BEATMAP,FA_CATALOGUE,1,CONFIRMED,,,,,,https://osu.ppy.sh/beatmapsets/355073,,,https://www.youtube.com/watch?v=XFZGRVIji9w,,,
`happy30`:317,happy30 - You spin my world,BEATMAP,FA_CATALOGUE,1,CONFIRMED,,,,,,https://osu.ppy.sh/beatmapsets/485205,,,,https://open.spotify.com/track/6B0mNLZUnFetKLANIngdHj,,
`Rabbit House`:242,Rabbit House - Muspelheim,BEATMAP,FA_CATALOGUE,1,CONFIRMED,,,,,,https://osu.ppy.sh/beatmapsets/815126,,https://soundcloud.com/dksslqj/muspelheim,,,,
`Natteke`; `tieff`:34,Natteke ft. tieff - Endless Tower,BEATMAP,FA_FEATURE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/17076,,,https://www.youtube.com/watch?v=TNAGrCBfQKc,,,
`Apollo`,Apollo - SCUNTHORPE,BEATMAP,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/1677078,,,,,,
`Clemaister`,Clemaister - Celestial,BEATMAP,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/19931,,https://soundcloud.com/clemaister/celestial,,,,
`Clemaister`,Clemaister - Chip Layer,BEATMAP,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/28775,,https://soundcloud.com/clemaister/chip-layer,,,,
`Clemaister`,Clemaister - Classic Style,BEATMAP,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/18920,,https://soundcloud.com/clemaister/classic-style,,,,
`Clemaister`,Clemaister - Getting up,BEATMAP,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/20130,,https://soundcloud.com/clemaister/getting-up,,,,
`Clemaister`,Clemaister - New Story,BEATMAP,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/19902,,,,,,
`Clemaister`; `Kamoflage`,Clemaister (ft. Kamoflage) - Rewind,BEATMAP,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/18920,,https://soundcloud.com/clemaister/rewind,,,,
`cygnus`,cygnus - Psycho Gene,BEATMAP,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/1884657,,,,,,
`Danzai`,Danzai - Error 001,BEATMAP,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/20359,,,,,,
`dksslqj`,dksslqj - Oriental Creation,BEATMAP,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/1678494,,,,,,
`dksslqj`,dksslqj - osu! Fan Cafe Logosong,BEATMAP,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/148421,,,,,,
`Down`,Down - AJT,BEATMAP,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/1705780#osu/3485484,,,,,,
`Down`,Down - Chosun,BEATMAP,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/1833547,,,,https://open.spotify.com/album/24NP8pha5J7pWXJeeay8eR,,
`Down`,Down - Ekoro,BEATMAP,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/1683876,,,,https://open.spotify.com/album/5nbet60aPK4tJCK3GVXhL2,,
`Down`,Down - Luscent,BEATMAP,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/1641533,,,,https://open.spotify.com/album/05WPXYcvcDfAp91stvhpiz,,
`Down`,Down - Yamangomcpro6th,BEATMAP,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/1715340,,,,https://open.spotify.com/album/7pJAbAElVYKbJ0L3dJGjPz,,
`handsome muscle`,handsome muscle - Lost in nightmare,BEATMAP,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/552125,,,,,,
`Jar`,Jar - ztrout's Visit to The Proctologist,BEATMAP,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/21145,,,,,,
`Ketchup`,Ketchup - ProjectUnreality,BEATMAP,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/9077,,,,,,
`Clemaister`,Nobuo Uematsu - Battle theme (Clemaister remix),BEATMAP,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/18679,,,,,,
`Syrsa`,Syrsa - Desolated,BEATMAP,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/6615,,,,,,
`Syrsa`,Syrsa - Mad Machine,BEATMAP,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/6610,,,,,,
`Shadren`,Shadren - Fanteer,BEATMAP,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/725913,,https://soundcloud.com/shadren808/fanteer,,,,
`Sodium Iodate`,Sodium Iodate - Sucrose Overdose,BEATMAP,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/1761965,,https://soundcloud.com/sodiumiodate/saccharide-overdose,,,,
`-Tochi`; `Yoko Kanno`,-Tochi - Ascension (feat. Yoko Kanno),BEATMAP,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/1267316,,,https://www.youtube.com/watch?v=XvpOwOgdRww,,,
`SAMString`:273,SAMString - Akarui Taiyo,CONTEST_COMMUNITY,FA_CATALOGUE,1,CONFIRMED,,,,,,,,https://soundcloud.com/samstring/akarui-taiyo,,,,
"`Boaz Sound Team ""ptar124""`","Boaz Sound Team ""ptar124"" - How do you pronounce Boaz?",CONTEST_COMMUNITY,NONE,0,ASSUMED,,,,,,,,,https://www.youtube.com/watch?v=WuSv1zFpAmE,,,
`happy30`:317,happy30 - Circles!,CONTEST_OFFICIAL,FA_CATALOGUE,1,CONFIRMED,,,,,,,,,,https://open.spotify.com/track/2d2V6ZECeFKTbF7GK55Tvp,,
`Redside`:184,Kuba Oms - My Love (Redside Remix) (feat. Hatsune Miku),CONTEST_OFFICIAL,FA_CATALOGUE,1,CONFIRMED,,,,,,https://osu.ppy.sh/beatmapsets/1388993,,,https://www.youtube.com/watch?v=MGTf7A4B2jw,,,
`[ Argon ]`,nekodex - circles! ([ Argon ] Remix),CONTEST_OFFICIAL,NONE,0,ASSUMED,,,,,,,,,,,,https://assets.ppy.sh//contests/1/entries/9.mp3
`[ iL ]`,nekodex - circles! ([ iL ] Remix),CONTEST_OFFICIAL,NONE,0,ASSUMED,,,,,,,,,,,,https://assets.ppy.sh//contests/1/entries/6.mp3
`Alarido`,nekodex - circles! (Alarido Remix),CONTEST_OFFICIAL,NONE,0,ASSUMED,,,,,,,,,,,,https://assets.ppy.sh//contests/1/entries/2.mp3
`Alheak`,nekodex - circles! (Alheak Remix),CONTEST_OFFICIAL,NONE,0,ASSUMED,,,,,,,,,,,,https://assets.ppy.sh//contests/1/entries/5.mp3
`ayygurl`,nekodex - circles! (ayygurl Remix),CONTEST_OFFICIAL,NONE,0,ASSUMED,,,,,,,,,,,,https://assets.ppy.sh//contests/1/entries/11.mp3
`Chronocide`,nekodex - circles! (Chronocide Remix),CONTEST_OFFICIAL,NONE,0,ASSUMED,,,,,,,,,,,,https://assets.ppy.sh//contests/1/entries/16.mp3
`Daikyi`,nekodex - circles! (Daikyi Remix),CONTEST_OFFICIAL,NONE,0,ASSUMED,,,,,,,,,,,,https://assets.ppy.sh//contests/1/entries/3.mp3
`Flanster`,nekodex - circles! (Flanster Remix),CONTEST_OFFICIAL,NONE,0,ASSUMED,,,,,,,,,,,,https://assets.ppy.sh//contests/1/entries/10.mp3
`Frail`,nekodex - circles! (Frail Remix),CONTEST_OFFICIAL,NONE,0,ASSUMED,,,,,,,,,,,,https://assets.ppy.sh//contests/1/entries/8.mp3
`Halzyn`,nekodex - circles! (Halzyn Remix),CONTEST_OFFICIAL,NONE,0,ASSUMED,,,,,,,,,,,,https://assets.ppy.sh//contests/1/entries/20.mp3
`IOVANOVICI`,nekodex - circles! (IOVANOVICI Remix),CONTEST_OFFICIAL,NONE,0,ASSUMED,,,,,,,,,,,,https://assets.ppy.sh//contests/1/entries/14.mp3
`ItsMapleLeaf`,nekodex - circles! (ItsMapleLeaf Remix),CONTEST_OFFICIAL,NONE,0,ASSUMED,,,,,,,,,,,,https://assets.ppy.sh//contests/1/entries/13.mp3
`jukosi`,nekodex - circles! (jukosi Remix),CONTEST_OFFICIAL,NONE,0,ASSUMED,,,,,,,,,,,,https://assets.ppy.sh//contests/1/entries/18.mp3
`liaoxingyao`,nekodex - circles! (liaoxingyao Remix),CONTEST_OFFICIAL,NONE,0,ASSUMED,,,,,,,,,,,,https://assets.ppy.sh//contests/1/entries/1.mp3
`Moonlit`,nekodex - circles! (Moonlit Remix),CONTEST_OFFICIAL,NONE,0,ASSUMED,,,,,,,,,,,,https://assets.ppy.sh//contests/1/entries/17.mp3
`Petricpwnz`,nekodex - circles! (Petricpwnz Remix),CONTEST_OFFICIAL,NONE,0,ASSUMED,,,,,,,,,,,,https://assets.ppy.sh//contests/1/entries/12.mp3
`SFGrenade`,nekodex - circles! (SFGrenade Remix),CONTEST_OFFICIAL,NONE,0,ASSUMED,,,,,,,,,,,,https://assets.ppy.sh//contests/1/entries/7.mp3
`Vaxien`,nekodex - circles! (Vaxien Remix),CONTEST_OFFICIAL,NONE,0,ASSUMED,,,,,,,,,,,,https://assets.ppy.sh//contests/1/entries/19.mp3
`Down`,Down - My Love Remix,CONTEST_OFFICIAL,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/1348553,,,,,,
`0 K`,Kuba Oms - My Love (0 K Remix) feat. Thievley,CONTEST_OFFICIAL,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/1389031,,https://soundcloud.com/zero-kelvin-0k/my-love-remix,,,,
`DestoppeD`,Kuba Oms - My Love (DestoppeD Remix),CONTEST_OFFICIAL,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/1388552,,,,,,
`Maemi no Yume`,Kuba Oms - My Love (Maemi no Yume's Remix),CONTEST_OFFICIAL,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/1389127,,,,,,
`pm04034`,Kuba Oms - My Love (pm04034 Remix),CONTEST_OFFICIAL,NONE,0,ASSUMED,,,,,,https://osu.ppy.sh/beatmapsets/1382737,,,,,,
